Username,Tweet,Retweet_Count,Favourite_Count,Date
=@rvgpl71,Hello #Wuhan ! I am @IAF_MCC C17. Today I am visiting you carrying with me several tonnes of medical supplies. On my return I will be carrying a few Indian & Myanmar nationals back home. #PrayForWuhan  @FurqanNfs @Cecalli_Helper https://t.co/aL03kcHjbR,1,1,20 47 2020 01:47.PM
=@daaitoulaam,Or why the whole batch of brown noses like Priscilla Leung need to be sweeping leaves and cigarette butts in #Wuhan instead of being given any amount of authority in #HongKong. Vindictive paternalism like this would end up with parents in jail for child abuse. https://t.co/U8jAhxUEZK,1,2,20 47 2020 01:47.PM
=@dubvNOW,"Wuhan Mother Speaks Out: “No Beds, No Medicine, All Lies” https://t.co/Lwpu7x3c1n",0,0,20 47 2020 01:47.PM
=@justin15361908,"@japantimes Bogus headline . And where is the WHO getting there info from ? Chinese counterparts? Some government controlled media center ? And obviously not from the frontlines of the outbreak in Wuhan and other epicenter right ? Wake up , it should say an ongoing fight .",0,0,20 47 2020 01:47.PM
=@SaleemRealMeo,@TG5NBLGJC3R8ECg @OpIndia_com And all they are in hubei and wuhan.... ? ? ? ?,0,0,20 47 2020 01:47.PM
=@paparazzicomm,Visit our office today or place your order @ +2349031560404 for quick delivery nationwide ??   #abuja #lagos #owerri #nigeria #naija #phonelovers #iphonenaija #samsung #bbnaij2019 #UltimateLoveNG #nysc #davido #wizkidayo #xploitcomedy #tundeednut #LoveIsland #Wuhan #UltimaLoveNG https://t.co/aBcx3p0Tje,0,0,20 47 2020 01:47.PM
=@JamesJosephwil4,I think ill go and live in wuhan.  I’m loosing followers and people I’m following,0,0,20 46 2020 01:46.PM
=@kakaworld1,@nikki_miumiu @StandNewsHK I support #HongKongPolice go to #Wuhan to fight with #WuhanCoronavius immediately.,0,0,20 46 2020 01:46.PM
=@gruebelschnictr,@EpochTimesChina @WHO It’s just the most incredible coincidence that *in all of China* which comprises *3.7 million square miles* — that coronavirus would first show up just *8.6* miles by roadway from the Wuhan BSL4 lab. Amazing. I’m still going to stick with Occam’s Razor on this one. #covid19,0,4,20 46 2020 01:46.PM
=@sonofmikeh,"6,000 Passengers Held on Cruise Ship in Italy Amid Wuhan Coronavirus Fears https://t.co/ELMwB130mI",0,1,20 46 2020 01:46.PM
=@makilingmiracle,Wuhan coronavirus could cause male infertilit... | Taiwan News https://t.co/UuNJngJi9h,0,0,20 45 2020 01:45.PM
=@Bobo82749034,"At the last interview Yibo said that he often open WeChat, Instagram and weibo too. For all of you who play on Instagram..you can make the video too to show support for Wuhan and of course for our #WangYibo 
Don't forget to put the hastag
  #????????? https://t.co/zu8rF0wyZq",8,17,20 45 2020 01:45.PM
=@Terry_01234,"@georgebest1969 Thank you for speaking the truth, even Government want to hide the truth.
Respect!

#Wuhan #WuhanCoronavirus #WuhanCoronavirusOutbreak",0,1,20 45 2020 01:45.PM
=@KarL33216969,Indirectly confirmed the coronavirus is leaking from the Wuhan Lab?? #WuhanVirus  #ChinaVirus https://t.co/GYFFOB1H4p,0,0,20 45 2020 01:45.PM
=@Skinty_Mariah,@arisbubbly Lets go to wuhan together ?,0,0,20 44 2020 01:44.PM
=@rocza,"@KenSteen @LaPetiteMorte Yes, Wuhan has a BSL4 lab. China also has participated in confidence-building measures with the BWC since the early 80s, and has never missed a single requirement. They're on the up-and-up. 
https://t.co/qF1fGcxXcx",0,1,20 44 2020 01:44.PM
=@LaytPlays,"When you need to escape from the realities of mass lockdowns and a toxic public health crisis, curl up with the relaxing world of Metro Exodus #Wuhan  #MetroExodus https://t.co/MzRuX3jKw7",0,1,20 44 2020 01:44.PM
=@lovingdrums1,=@headmelted @_Cold_bl00ded @yasnaH_ or There is another possibility.. that Wuhan was not the only ground zero.,0,0,20 44 2020 01:44.PM
=@SteveLawrence_,"My question remains:

Is the apparent higher susceptibility in Wuhan/Hubei a consequence of rapid urbanisation creating a population/demographic with immune system vulnerability?

If so, is this an issue to take into account, & prepare for, in rural to urban migration @WHO?",0,1,20 44 2020 01:44.PM
=@Ghaffark219,A task force comprising two Pakistani diplomatic officials has arrived in the virus-hit Chinese city of Wuhan to assist Pakistani students stuck in the city.  #WuhanVirus #Wuhan #WuhanCoronavirus https://t.co/tk3Eemef3t,1,7,20 44 2020 01:44.PM
=@rocza,"@KenSteen @LaPetiteMorte Boyle is an international lawyer. Last I knew, not exactly what you'd call a coronavirus expert. Drafting the US BWC legislation makes you a legal expert. That's it. 

That also means he ought to know better; he's misrepresenting the BSL4 lab in Wuhan.",0,1,20 43 2020 01:43.PM
=@maythef93589161,"Words speak louder than actions!
@hkpoliceforce 
Don’t waste time filming, I suggest you guys go to wuhan to help your ??there!
#IsHKPoliceWorkingForChinazi
#YesOfCoz
#TheyHaveBeenDoingThisSinceJune2019
#OrEvenSinceTheUmbrellaMovement https://t.co/dc2qQVpLF0",0,0,20 43 2020 01:43.PM
=@yicaichina,"Kang Seung Seok, the new Consul General of South Korea in Wuhan, has arrived in the locked down Chinese city with supplies donated by the people, companies and government of South Korea. Kang will support more than 100 South Korean expats who remain in and around Wuhan. https://t.co/Is3a3tt9VR",1,4,20 43 2020 01:43.PM
=@psravenscroft1,"=@Rafacereceda Tw4.repeatedly, fussed and that one shut. Then reopeed. Hong Kong, police co-operating, same, but back at times. Beijing, Wuhan city authorities, who, UN Sec. Gen., CDC-Atlanta, all virus obsessed. U? same story with Al plants at epicentres, for MERS (Port Jeddah)",0,0,20 43 2020 01:43.PM
=@thisLAJenn,"China was only testing people who had travelled recently to according to reports earlier today. 

If this woman was a “Super Spreader” to 11 people, and had not been to Wuhan, we should be very concerned about the true unconfirmed number of #coronavavirus cases.",2,3,20 43 2020 01:43.PM
=@futurepundit,Is South Korea going to be able to block spread of the Wuhan coronavirus? https://t.co/P1uL9LVqJE,1,2,20 42 2020 01:42.PM
=@c3730915,"=@dr3_wpn @georgebest1969 it seems that No matter which country This kind of thing happens, the result is the same... he looks like  the Dr Li Wenliang in Wuhan, he Got the same result. So sad",0,0,20 42 2020 01:42.PM
=@TRoses67,"If Wuhan only has 13 new cases why 4 new hospitals and 40,000 more beds for mild cases. China is lying about this disease all for money. If the economy fails it’s the end of communism. The government is scared of losing power not losing its people. Pray for the Chinese people ?? https://t.co/PeGrSTtmwh",0,0,20 42 2020 01:42.PM
=@GQ802,=@joshmich the epidemic really started much earlier in Wuhan - September,0,0,20 42 2020 01:42.PM
=@paan_addict,"@madjabeen The 2020 part is fake. Edited in the pic.

It did talk about a 'Wuhan 400' manmade bioweapon virus, which accidentally leaks out from the lab....but that's about it. No dates.",0,0,20 42 2020 01:42.PM
=@axunazhuan,=@menendez_ron @YTianDJY Because Wuhan lab collaborated with the US?,0,0,20 42 2020 01:42.PM
=@XuZeyu_Philip,PLA medics left #Wuhan airport to staff the overloaded hospitals for #COVID2019 https://t.co/ut67WmtSqr,2,9,20 42 2020 01:42.PM
=@JicolART,"""estimate that the R0, or reproductive rate, for the Wuhan #coronavirus (CoVid-19) is somewhere between 4.7 and 6.6, which is pretty close to the range put forth by other studies."" below a chart posted many days ago-re posting-> https://t.co/Ap3WEvMX2U",1,0,20 42 2020 01:42.PM
=@PairsonnalitesA,"Fighting Stigma :  Parents want their kids back from China in three days: ISLAMABAD: Visibly perturbed and emotionally-charged, the parents of students stranded in China's Wuhan city and Hubei province on Wednesday ... https://t.co/GyWxgo4OQJ",0,0,20 42 2020 01:42.PM
=@EpicGeekGear,A short film provides a striking look inside Wuhan’s coronavirus lockdown https://t.co/B1j2quYdYM https://t.co/kOd397Yg80,0,0,20 41 2020 01:41.PM
=@Third_IQ,So apparently every single citizen is on lockdown in Wuhan.. it used to be 1 person from every family could leave to get groceries but now no one is allowed outside.. wooooow,0,1,20 41 2020 01:41.PM
=@mazdima_,=@Sanyaz my guy. Apa China is busy sending someone whose coming from Wuhan to Zimbabwe.,0,0,20 41 2020 01:41.PM
=@Iceroom8,Senator Cotton: China Refusing To Hand Over Evidence About Wuhan BioLab  https://t.co/2kOKV3xkSu,0,0,20 41 2020 01:41.PM
=@stnvcs88,@RealSexyCyborg They let millions of potentially infected travelers leave Wuhan right before the lunar new year =/ just utter negligence..,0,0,20 40 2020 01:40.PM
=@SaleemRealMeo,=@TG5NBLGJC3R8ECg @OpIndia_com Again update yourself you are far behind.. they recovered and and rescued and our team is in wuhan...,0,0,20 40 2020 01:40.PM
=@BuddhaRascal,"@lisapease The US is deeply involved in the Wuhan facility:
https://t.co/V5HOlYYmGJ

Biosafety Level 4 Laboratory User Training Program, China
https://t.co/1nwUezgcvF

""...the chance that exotic pathogens could be brought into the country has dramatically increased"" 

Did CIA pull a dirty?",0,0,20 40 2020 01:40.PM
=@NewsGrit,China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' #NewsGrit https://t.co/gqf8km5PmC,1,1,20 40 2020 01:40.PM
=@Barton_options,Heard that Japan donated tons of masks and PPE to Wuhan.  and China is now donating PCR test kits to Japan.   this is the global co-operation I hope to see more. I think donation of meds will happen next. https://t.co/aBIG3Aq9Ve,1,21,20 40 2020 01:40.PM
=@Tru_New_Yawka,=@howroute you sound like a Wuhan corona patient that loves his communist leaders after reading its all under control.,0,0,20 39 2020 01:39.PM
=@jihadwatchdog,"China Wuhan coronavirus updates: 2019-nCoV deaths, spread, symptoms - Business Insider https://t.co/fTNmTemKe3",0,0,20 39 2020 01:39.PM
=@JrmChenu,Tips for ‘pet disinfection’ amid Wuhan virus outbreak | Taiwan News https://t.co/ZuQTABJUIV,0,0,20 39 2020 01:39.PM
=@BULLYNOT2U,@LToddWood Wuhan is the epicenter of the Coronavirus outbreak that some experts believe is an engineered strain. DOJ arrests..is it a coincidence ? https://t.co/BkPcT3mDfU,0,0,20 39 2020 01:39.PM
=@KEN88813,=@Wuhan_Clan @Schtaunkhauser @Vansanity1 made in Chinese China?,0,0,20 39 2020 01:39.PM
=@McKGraKucPauNad,China deploys 40 incinerators amid fears of coronavirus death toll 'cover up' https://t.co/a0nX6yo6Ou,0,0,20 39 2020 01:39.PM
=@luziinda,@NabaasaInnocent @McPallaso @AKasingye @FrankTumwebazek @UN How about we ask China to bring Ugandans back home from Wuhan. We pay later ... Next regime,0,0,20 39 2020 01:39.PM
=@Greysky11047510,"=@TomvdMolen be careful Japan, Tokyo is now like Wuhan a month ago",0,0,20 38 2020 01:38.PM
=@JonathanFalcons,"=@CubanBandLeader @Shem_Infinite @TheLastRefuge2 Barking up the wrong tree pal.  I’d trust a Chinese man coughing in my face on the streets of Wuhan or OJ dating my daughter before I’d ever trust a democrat Again, especially a fake democrat.  I bleed MAGA.  and I’m a registered democrat.",0,0,20 38 2020 01:38.PM
=@MaureenBee1,Wuhan Covid19 SOS:   “The CCP wants to kill us all!”   https://t.co/B9tMW0VHLr via @Gnews202064,1,1,20 38 2020 01:38.PM
=@WasAlwaysDRunk,@lookner They don't count people outside of wuhan,0,0,20 38 2020 01:38.PM
=@business,"Fugitive financier Jho Low may have been in Wuhan, and Malaysian authorities are now on the lookout for his return in light of the coronavirus outbreak https://t.co/7jV0Dem69f",15,26,20 38 2020 01:38.PM
=@kung_fu_koala,Which begs the question: How do they do this in Wuhan? It's better that people starve in their apartments than spread the virus with mortality rate around 2.5%? Or how do they handle this with everyone staying at home...,0,0,20 37 2020 01:37.PM
=@realityevolves,Francis Boyle Coronavirus Wuhan Biological Weapon The Truth Interview https://t.co/hcdOauaK5q via @YouTube,0,1,20 37 2020 01:37.PM
=@ClarenCheng,Collection of Wuhan snapshots  #WuhanCoronavirusOutbreak #WuhanLockDown https://t.co/mduOvRdu0V,0,0,20 37 2020 01:37.PM
=@CaliCali2000,@PDChina All of China is helping Wuhan. Great spirit of patriotism ??????,0,4,20 37 2020 01:37.PM
=@Greysky11047510,=@audrey58040405 @ChrisGallagher4 @Coronavirusmap Tokyo is now like Wuhan a month ago,1,1,20 37 2020 01:37.PM
=@TisoyMDSays,Is it a coincidence or was it predicted 40 years ago as the best biological weapon? We really don’t know. Kinda strange. @mayasapee @aisharonsing   #Wuhan #WuhanVirus #coronavirus #COVID2019 https://t.co/GHwmEGhERr,1,1,20 36 2020 01:36.PM
=@Mark_Hartshorne,=@tracybeanz @CoreysDigs the one death in the Philippines was a Chinese lady - also from Wuhan.,0,0,20 36 2020 01:36.PM
=@TG5NBLGJC3R8ECg,=@SaleemRealMeo @OpIndia_com also try to show some empathy for Pakistanis stuck in Wuhan and Hubei. they are alone and scared. Maybe some twitter outrage would be nice to force your government to take some concrete steps,0,0,20 36 2020 01:36.PM
=@laweeat,@TripDarlinq @Gidi_Traffic @gidifeedtv @officialEFCC There's no losing focus. Corruption actually contributed to the break out of the virus in Wuhan. The handler of the handle goofed.,0,0,20 36 2020 01:36.PM
=@StockDaddy0,Make it look easy #SidNaaz #Indian2 #MarriageInOneWord #UltimateLoveNG #AskBloomberg #TrumpinAZ #stock #StockMarket #stocks #investors #investments #options #Wuhan #Bloomberg https://t.co/GetlQy3sjI,1,1,20 36 2020 01:36.PM
=@tweaver45,"@OANN @newsmax @jamiedupree @Newsy
WUHAN MOTHER SPEAKS OUT: “NO BEDS, NO MEDICINE, ALL LIES”
https://t.co/ZMkzd9Bf53
In this evil society I can no longer keep my mouth shut. No one is willing to speak out. I am going to stand up and make a voice.",0,0,20 35 2020 01:35.PM
=@Sealoverzzz,"COVID-19: Two die of Corona Virus in Iran, first fatalities in Middle East.

Take care and stay safe everyone.
#WuhanCoronovirus #WuhanOutbreak #Wuhan https://t.co/4XnIA6UKzT",1,0,20 35 2020 01:35.PM
=@MaureenBee1,"Feb. 19, 2020

Wuhan Coronavirus Epidemic #26

Guo Media Broadcast (English) from Guo Media Broadcast (English) https://t.co/kuREVDq6Fs",0,0,20 35 2020 01:35.PM
=@Mosesfixedodd,"GOOD MORNING MEMBERS OF THIS WINNING FAMILY.  HOPE YOU ALL HAD A GREAT NIGHT. STAY BLESSED AS WE BEGIN THIS NEW DAY WITH  GOD'S UNLIMITED GRACE AND BLESSINGS. KEEP SUBSCRIBING AND KEEP WINNING!!!

GOOD MORNING
#ChampionsLeague #UltimaLoveNG #emptihad #Wuhan #Hanau #smoke #Nigeria",0,1,20 35 2020 01:35.PM
=@ParaAnthroAudra,"@Bronzino5 @JChurchRadio Ok so comparing the two passages, they say the original speaks of the Russians developing it and calling it Gorky-400, so why did it later get changes to Chinese and Wuhan? Now that's something I want to look into!",0,1,20 35 2020 01:35.PM
=@gardgoldsmith,"Wuhan Mother Speaks Out: “No Beds, No Medicine, All Lies” https://t.co/LrIpWnETwA via @getongab",0,0,20 35 2020 01:35.PM
=@poandpo,"China reports 1,749 new confirmed cases of Wuhan coronavirus infection, 136 new deaths https://t.co/gMnlPSzndC #Health https://t.co/eQQT8822Zi #995",0,0,20 35 2020 01:35.PM
=@irfanali_urfi,"=@TalatHussain12 on Pakistan’s request, China allowed a two-member special Task force from the Pakistan Embassy in Beijing to Go to Wuhan city to meet their students and coordinate all assistance to them.
                                                                                                                                                                                                                                                                We should hope for the Best.",0,0,20 34 2020 01:34.PM
=@JeffreyKrupa,@_ToKeN_nEgRo @M78002329 @no_silenced @Jamierodr14 It's actually less than 2%. Early statts were due to the number of people in Wuhan already sick from the air pollution in that toxic city.,0,0,20 34 2020 01:34.PM
=@BannedBludger,Does this suggest that millions of Chinese have already died from the #COVID2019 #Corona virus in China?  China Deploys 40 Mobile Incinerators To Wuhan: Report | Zero Hedge https://t.co/tE4l9uf0AZ,0,2,20 34 2020 01:34.PM
=@TomthunkitsMind,"That’s creepy! Wuhan, China at night. #coronavirus  https://t.co/ZgMezJu0xM
via howroute
#WednsdayWisdom",4,3,20 34 2020 01:34.PM
=@cantbuyfacemask,"Sad to see this, seems Wuhan 2.0 is happening in Japan. Same script start with: someone tell the truth... rumor monger... msg deleted ... apologize...10 days later... it starts...?

#???? https://t.co/z6UbhtGikU",2,2,20 34 2020 01:34.PM
=@InEgoVeritas,=@LWinthorpe Expelling them is a bit extreme tho... I would have sent them to Wuhan for the weekend.,0,0,20 34 2020 01:34.PM
=@viktorobert,"So the Chinese have collected over 2,000 viruses and they study them in #Wuhan. The #Coronavirus most likely was made in a lab and escaped via infected researcher. https://t.co/C3YRBfPl68",2,2,20 34 2020 01:34.PM
=@dailystar,China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' https://t.co/mUQqCOciJJ,0,0,20 34 2020 01:34.PM
=@KenSteen,"Dr. Francis Boyle is now citing a paper from Antiviral Research Volume 176, April 2020, 104742 -
Showing a SARS virus was modified by UNC with ""gain of function"" (to make it more infectious) and sold to the Chinese weapons lab in Wuhan.
@rocza @LaPetiteMorte",0,0,20 33 2020 01:33.PM
